text,ids
Mal servicio al cliente: inflexible. rigido. sin beneficios para los clientes existentes durante anos a pesar de los precios extremadamente altos de las capsulas,139
¡La tienda de jugos mas grande! ¡Solo para captar clientes en el mercado SATURNO y despues no nos ocupamos de nada! ¡Fraude!,140
¡Compre una maquina de capsulas Nespresso muy cara (280 €) como cliente particular para un buen cafe! Despues de probar muchos tipos diferentes de cafe. ¡le cogi el gusto! La maravillosa “Rosabaya de Colombia”. ¡Por supuesto. se desperdicio mucho dinero! No importa. ¡el buen cafe para mi lo vale! Luego vino la primera decepcion. Al poco tiempo de consumir Nespresso. ¡ya se produjo un importante aumento de precio! Bueno. lo ignore por un buen cafe bien elegido. Ahora quise volver a pedir el mismo y la respuesta fue que el Rosabaya ya no esta disponible. que deberia probar uno similar o volver a probar todos los cafes nuevos! Ésta es la decepcion final de Nespresso. ¡No soy un burro que da dinero con el culo! ¡Asi es como puedes perder a tus clientes! Decidi probar las capsulas del mismo tamano mas baratas en supermercados conocidos. que estoy segura que siempre tendran. ¡Asi es como se puede vender a los clientes por estupidos! ¡Que pena. querido equipo de Nespresso. me lo perdiste!,141
Tengo la peor experiencia con Nespresso. Hace unas semanas compre una cafetera nueva y venia con 5 barras de capsulas de cafe gratis. Despues de unos dias recibi una llamada diciendo que no pueden enviarme las capsulas porque el numero de serie es incorrecto. Me entregaron la maquina empaquetada en Media Markt y pague en la caja registradora. 1.Llamar desde Nespresso. No se pueden entregar capsulas porque el numero de serie es incorrecto. Al cabo de unos dias llegaron 5 palitos. Incluido en el precio de compra. Pense que todo estaba hecho. Pero ahora realmente empezo. Despues de unos dias recibi una factura. Siguieron mas conversaciones. Como esta maquina de cafe era un regalo. fui a Tulln. copie el numero de serie y se lo di a Nespresso. Me dijeron que ya estaba todo hecho y que recibiria una nota de credito que podria canjear en una sucursal. Unos dias despues recibi otra factura con un recordatorio. Mientras tanto estuve hablando por telefono durante 1 hora. Definitivamente no volvere a comprar una maquina Nepresso.,142
"Cuando recientemente compre una maquina Nespresso nueva. lamentablemente me enamore de una vendedora de este pesimo club. Ella me prometio que recibiria 150 capsulas gratis y si lo hacia a traves de ella. ¡obtendria 50 capsulas adicionales gratis! Para estar seguro. volvi a preguntar. todo en presencia de mi esposa. La vendedora lo confirmo y relleno la nota. que yo no lei de buena fe; Mi error. Con la entrega de la capsula llego una ""factura"" que no lei porque pense que no tenia que pagar nada (tambien error mio). Despues de un tiempo recibi un recordatorio pidiendome que pagara exactamente las 50 capsulas que supuestamente recibi “gratis”. Nespresso nego cualquier culpa y pague dentro del plazo abierto. lo que no impidio a Nespresso enviar un segundo recordatorio dentro del plazo establecido (desde la recepcion del recordatorio). De alguna manera me senti transportado a la Edad Media. Habia magnates ladrones. habia desinformacion. mentiras y trampas.",143
Practicas comerciales absolutamente dudosas. Nunca habia experimentado algo asi y estoy realmente sin palabras. Hice un pedido hace unos dias con un bono que me enviaron. Este pedido fue aceptado despues de verificarlo y me enviaron una confirmacion del pedido con el bono deducido. Despues de recibir las capsulas de cafe. me enviaron una nueva factura sin descontar el bono. Me informaron que mi pedido anterior habia sido cancelado porque el bono ya no era valido. No recibi ninguna informacion y los empleados que me llamaron por telefono fueron extremadamente antipaticos y no estaban interesados ??en ningun dialogo. Se me indico que el bono era para la maquina. El minorista lo canjeo al realizar la compra y la informacion de que recibi un cupon para registrar mi cuenta en linea con Nespresso era incorrecta. La verificacion del bono por parte del sistema. que acepto el bono como valido. tambien fue incorrecta. No existe una politica de buena voluntad y solo me ofrecen devolver el articulo. Que por supuesto ya esta abierto porque recibi la factura DESPUÉS de recibir la mercancia. Son practicas comerciales absolutamente reprobables. Puedo recomendar el cafe. pero el servicio al cliente y las ventas son lo ultimo. Deberia considerar si tiene sentido comprarle a la competencia porque los clientes no valoran Nespresso.,144
El servicio al cliente no podria ser peor.,145
¡La aplicacion Nesspresso es una mierda! ??,146
Compre un espumador de leche hace casi 2 anos y de repente dejo de funcionar. Lo lleve a la tienda Nespresso y lo cambiaron inmediatamente sin ningun problema.,147
Luego nuestra maquina de cafe se rompio nuevamente justo fuera del periodo de garantia. Esta es la segunda vez que esto sucede. Maquinas increiblemente malas que fabrican y no hay nada que hacer. Mantente alejado de Nespresso,148
Despues de que comenzaron a usar Bring. ya no recibo mi envio dentro de las 24 horas. Ni siquiera puedo obtener el estado del envio. Ahora regrese a Postnord o dele al cliente la opcion de utilizar otra empresa.,149
Hoy me puse en contacto con un par de personas de su servicio de atencion al cliente que fueron de primera clase. pero me gustaria mencionar a Dennis N. quien brinda un servicio de clase mundial del que muchos podrian aprender. asi que. en general. fue una experiencia realmente buena y todo salio sin problemas y sin complicaciones. con una risa,150
Me compre un vertuo hace 2 anos y estoy muy contento. Desgraciadamente. despues de una descalcificacion surgieron problemas con el equipo. La maquina no pudo volver al modo normal. Recibi ayuda del servicio de atencion al cliente. pero la maquina permanecio en modo de descalcificacion. La maquina estuvo 2 anos y 1 mes. por lo que ahora compre una nueva. lo cual tambien estoy contento. Con ella. la nueva maquina vino con capsulas de cafe por valor de DKK 200. si registras tu maquina. el unico problema es que no puedes registrar la maquina. ya que el sitio no existe.,151
Nespresso engana a los clientes En 2019. compre una maquina de cafe Nespresso y me dijeron que si registraba la maquina en Nespresso. obtendria una garantia de cinco anos para la maquina en lugar de los dos anos exigidos legalmente. Asi que lo hice. Ahora. 4.5 anos despues. Nespresso dice que la garantia no se aplica de todos modos porque no compre suficiente cafe directamente de Nespresso (compro mucho cafe Nespresso en mi supermercado local). El comportamiento de Nespresso es una violacion ilegal de la Ley de Comercializacion y ahora esta siendo denunciado ante el Defensor del Consumidor. Tambien me resulta incomprensible que una gran empresa multinacional incumpla acuerdos claros por una reparacion insignificante de una maquina de cafe; asi que alejate. ACTUALIZACIÓN Nespresso se ofrecio a mantener un nuevo dialogo sobre el tema. ver la respuesta a continuacion. Nespresso tampoco pudo estar a la altura de esta oferta. Por lo tanto. no han respondido a mi nueva pregunta y. por lo tanto. huyen de otra promesa mas al consumidor. Solo puedo repetir: como una gran empresa internacional como Nestle SA (propietaria de la marca Nespresso) puede comportarse de manera tan inmoral es un misterio para mi.,152
Le regale a mi novia una maquina Nespresso en diciembre de 2023 como regalo de Navidad. Aqui recibi un vale de cafe gratis por 200 coronas danesas. que intente utilizar para pedir cafe. A pesar de que me puse en contacto con la empresa por telefono. envie lo que pensaban que era una falta de documentacion y luego recibi la promesa de que completarian mi pedido. he esperado mas de un mes para que se aprobara mi pedido. y eso aun no ha sucedido. No recomendare esta empresa a nadie y espero. a traves de esta resena. poder cancelar mi compra de la maquina de cafe (la compre a un distribuidor externo. por lo que a usted. Nespresso. le gustaria mucho ayudarme con esto). . gracias ).,153
Excelente servicio al cliente. Tengo una Vertuo plus. comprada en Suecia. que ahora hacia cafe. No pude encontrar mi recibo. pero la maquina estaba registrada en el sitio de Nespresso en el momento de la compra. pero en su sitio web de atencion al cliente la encontre. Veo que se compro en diciembre de 2018. Despues de intentar durante mucho tiempo corregir el error. el servicio de atencion al cliente indico que lo cambiarian. Enviaran uno nuevo a mi oficina de correos mas cercana y luego solo tendre que enviar mi devolucion. con la etiqueta de devolucion incluida.,154
"Buen servicio al cliente como siempre ?? Hemos entregado una maquina de cafe para su reparacion en Lyngby storcenter. Cuando tuvimos que recogerla. lamentablemente no pudieron encontrarla. El caso fue investigado y nos dijeron que la maquina se podia recoger. la semana siguiente por atencion al cliente. Pero cuando llegamos a la tienda no pudieron encontrar la maquina. inmediatamente nos ofrecieron una maquina nueva del mismo modelo. tomamos una taza de cafe y nos fuimos con una buena experiencia. Hace ya varios anos que tengo una maquina Nespresso. Siempre he tenido buen servicio tanto por telefono como en tiendas. ?? genial que siempre puedas hablar con una persona ""real"" en lugar de con un robot de chat...",155
Gran servicio en nespresso.dk. Fue un poco dificil ponerse en contacto con la misma persona de servicio que el sistema envia de un lado a otro. pero finalmente reemplace mi espumador de leche porque el anterior ya no funcionaba. Tiempo de respuesta rapido. entrega rapida. Servicio de 5 estrellas.,156
Habia pedido cafe a Nespresso para entrega a domicilio al dia siguiente. Recibi un mensaje de Post Nord diciendo que recibiria mi cafe al dia siguiente. Al dia siguiente. a ultima hora de la tarde. recibi un correo electronico de Post Nord informandome que mi paquete de cafe se habia perdido y que. por tanto. no podia ser entregado. Me puse en contacto con Nespresso inmediatamente y le pregunte que debia hacer. Hable con un empleado muy amable que me dijo que Nespresso me reenviaria inmediatamente mi pedido de cafe sin coste alguno para mi. Super servicio ???????? Muchas gracias por su siempre fantastico servicio ??,157
"¡Muy mal estilo o captura campesina del peor tipo! Nespresso envia un correo electronico a sus clientes Ambassador diciendoles que les espera una sorpresa al realizar el pedido minimo. 100 capsulas. Luego envian un recordatorio de que la sorpresa espera y que solo quedan 4 dias de campana. Al dia siguiente del recordatorio. hago un pedido y mi decepcion es grande cuando resulta que. despues de todo. obviamente NO hubo sorpresa. La respuesta de Nespresso es ""que ha habido una demanda increiblemente alta y. lamentablemente. el regalo ya no existe"". en stock"". Normalmente compro directamente en la tienda Nespresso. en parte para ayudar a preservar las tiendas reales y en parte para minimizar el impacto ambiental haciendo que un camion de reparto me entregue. De hecho. intente conseguir la sorpresa en la tienda Nespresso en Fields. el mismo dia que recibi el correo electronico de recordatorio. pero me dijeron que era solo una campana en linea y que tenia que realizar un pedido en linea para recibir el regalo. Si. hasta ese punto. e incluso en varios niveles.",158
"Acabo de recibir mi ""regalo"" de embajador de DKK 40. que probablemente corresponde al 1% de mi compra del ano pasado. asi que gracias por eso. pero el ""regalo"" no se pagara hasta el proximo pedido. si. esta bien. si debo bajar la calificacion a 2 estrellas. ya que en el correo electronico agrego que el 'regalo' solo es valido por 6 meses (puede ocurrir ironia). Si quieres escuchar consejos de un miembro embajador. no hagas este tipo de 'regalos'",159
¡Excelente servicio al cliente! Nuevamente tuve problemas con el espumador de leche. ¡pero Dennis resolvio el problema y le brindo un excelente servicio!,160
Siempre un servicio personalizado y amigable cuando venimos al Lyngby Centre. No realizamos pedidos online. ya que es un gran placer venir a la tienda. Una vez al mes realizamos una pequena excursion. donde tambien almorzamos en la preciosa zona. Felicitaciones al personal de Nespresso.,161
"Me encanta mi maquina Nespresso PERO la ""nueva"" con las capsulas grandes. Pero no me entusiasma. especialmente despues de haber comprado antes. recibir correos electronicos diarios o cada dos dias sobre ""nuevo nuevo nuevo"". ESO sera demasiado. Construye tu plataforma CRM y Marketing para que puedas elegir con que frecuencia o que productos. Nunca bebere cafe o te de ginseng o cualquier cosa que pueda conseguir. y me molesta cuando recibo correos electronicos - diariamente - despues de haber comprado el equivalente a aproximadamente 1-2 meses de uso - de Espresso...",162
He comprado en Nespresso durante varios anos y siempre hay una entrega rapida y un servicio al cliente super bueno. Si hay problemas con mi pedido. son buenos para ayudarme. recomiendo encarecidamente comprar con ellos :-),163
"Despues de muchos anos de utilizar capsulas y maquinas originales. ahora he invertido en un vertuo-next. Sobre todo porque las maquinas originales tienen una vida util limitada a pesar de una limpieza cuidadosa y de innumerables rutinas de descalcificacion. Lo primero que le recomendamos que haga es instalar la aplicacion de Nespresso. Una vez hecho esto. ahora debe emparejar por Bluetooth la maquina con el telefono movil y conectar la maquina a la red Wi-Fi del propietario. No es el punto fuerte de la aplicacion y. francamente. es una molestia. Despues de algunas horas de intentos de ""prueba y error"" restableciendo y reinstalando tanto la aplicacion como la maquina. la empresa tuvo exito gracias a muchos anos de experiencia digital. Y. sin embargo. la aplicacion afirma posteriormente que la maquina no esta conectada; cuando luego vas ""en la cuchilla"" e investigas un poco. la aplicacion reconoce que la maquina esta realmente conectada a pesar de notificaciones previas en sentido contrario. Estas rutinas de conexion tan ineptas no son dignas de una empresa del tamano de Nestle. es un claro telar una vez conectada la maquina surge la pregunta ¿para que se debe utilizar? ¿Actualizaciones? ¿Recopilacion de datos sobre patrones de consumo? ¿Supervision? Se podria pensar que posteriormente se podria controlar la maquina desde el telefono movil. pero no es asi. No se especifica exactamente cual es el proposito. asi como los mensajes de la aplicacion carecen de precision pedagogica; estan formulados por tecnicos de una manera poco amigable para el consumidor. Dicho esto. debo admitir que el soporte de Nespresso es siempre amable. presente y servicial. en algunos casos francamente grosero. no hay problema. Probablemente sea mas en el area tecnica/digital. faltan bastantes habilidades y no hagas campanas con regalos. que muchas veces resultan ""agotados"". El primero en llegar es el primero en servir... el principio es plano. opaco y solo un truco de marketing. Actualizacion despues de la respuesta de Nespresso: ¡Cuenteme con mayor precision como el software integrado puede brindarme una mejor experiencia con el cafe! Y supongo que conozco la aplicacion mejor que Nespresso: no hay ninguna opcion para controlar ni la descalcificacion ni la limpieza desde la aplicacion. Ademas. la maquina solo esta en linea cuando la conecto activamente a traves de mi telefono movil. lo cual. segun. ¿La aplicacion mejorara mi experiencia con la maquina? ¿Que experiencia? Summa summarum. es la configuracion total y torpe del sistema digital que no tiene ninguna funcion real y solo se presenta como ""experiencias"". Un galimatias de marketing artificialmente vacio. No. no estoy enojado. pero soy demasiado viejo para dejarme arrastrar por la arena con formulaciones ingeniosas e insulsas que no cubren absolutamente nada. Si la aplicacion se conserva. se puede actualizar. la maquina no. entonces. ¿por que hablar de actualizaciones sin especificar que y como?",164
"Cuidado con las ""ofertas"" de Nespresso. Recibi una oferta con un ""regalo exclusivo"" y recibi un recordatorio para aprovechar la oferta. Luego llego el cafe. pero ningun ""obsequio exclusivo"". que Nespresso podria decir que estaba agotado. Se podria pensar que se trata de un concesionario de coches usados.",165
Siempre es un placer venir a la tienda de Rødovre Centrum. El personal es agradable. sonriente y brinda el mejor servicio. Y encima vuelves a casa con el mejor cafe del mundo.,166
Entrega siempre rapida y entrega economica. Y no menos importante. buenas capsulas de cafe. Tengo una maquina Vertue. hay muchas capas nuevas de seleccion cada vez. mis favoritos son melozio y arondio.,167
Segun su propia informacion. Nespresso tuvo un error en su sitio web durante la oferta de la Black Week. por lo que cuando pedi capsulas de cafe. la pagina mostro que recibia tanto una maquina Vertuo como un descalcificador incluido en el pedido. Sin embargo. en la entrega solo venian capsulas. El servicio al cliente como tal estuvo bien cuando investigaron el asunto y regresaron. Sin embargo. me dijeron que no haria que me enviaran la maquina porque fue un error. pero que me gustaria realizar un pedido nuevamente (250 capsulas Vertuo) y asi obtener una maquina.,168
Buen servicio. personal amable. Pasan mucho tiempo con el cliente individual. Un verdadero placer comprar en la tienda Nespresso de Bruuns Galleri. Aarhus,169
¡Basicamente. 1 estrella es demasiado! El jueves presentamos nuestro Creatista Pro en Fields. ¡El espumador de leche estaba casi muerto! Ayer recibi un SMS indicando que la maquina estaba lista para ser recogida. La chica del taller me dijo que la maquina habia sido descalcificada varias veces y que ahora todo estaba bien. Estaba muy contento con este servicio porque el departamento de Lyngby nos ayudo con el mismo problema hace 2 meses. Compre mas cafe y conduje 60 km de regreso a casa y adivine si la maquina funciona. Me dice que Nespresso no repara fuera de garantia. La maquina tiene 2 anos y 3 meses. Se cuida mejor que a un bebe con descalcificacion. agua sin cal y preguntandome si deberia tirar la maquina al vertedero. La respuesta es si. Es el colmo del mal servicio. ¿Adivina si lo compro? ¡¡Nooooo!!,170
Productos deliciosos. excelente servicio tanto online como en tienda. buenas ofertas. pedidos faciles y entrega rapida. Un lugar delicioso para comprar y de primera calidad.,171
¡No cumple con las normas de garantia! Ayer me comunique con el servicio de atencion al cliente porque tengo problemas con la maquina que no levanta mis capsulas Vertu cuando se levanta la tapa. Hemos seguido todas las normas al pie de la letra. Desafortunadamente. el servicio de atencion al cliente no pudo corregir el error y me dijeron que esa funcion en particular en la maquina Vertuo no esta cubierta por la garantia ?? - ¿Sera posible imaginar tantas? otros experimentan un problema similar y Nespresso decide convencer a los clientes de que la garantia no cubre ?? Ni siquiera soy cliente desde hace un ano. pero ya he comprado muchos miles de coronas. Si este es el estilo que llevas hacia un. cliente leal. entonces ya no puedo ser considerado un cliente leal en ningun caso.,172
Hay muchos paises cafetaleros diferentes. Tengo mis favoritos. ¡Mi cafe no debe ser amargo! ¡Por eso es 100% Arabica! ¡Creo que el cafe se ha vuelto caro!,173
Hace 2 anos compre una maquina de cafe por 1 corona y me comprometi por x coronas durante 2 anos....el ultimo pago fue el 15 de enero Entonces F..... si retiran dinero nuevamente el 15 de febrero... . que masine y suscriptor estan completamente pagados a partir del 15 de enero. Me llaman y se disculpan. Dicen. bueno. deberia haberlo cancelado yo mismo... nunca experimente algo como esto... Skuda no puede cancelar algo que se ha completado y pagado en su totalidad. Granjero que atrapa cerdos. la maquina se vende. por lo que no necesita x numero de capsulas... pero quiero que me devuelvan mi dinero.,174
Hable con una senora muy amable del servicio de atencion al cliente. Buen servicio Pedi mis productos por la tarde y los recibi al dia siguiente. ¡Excelente!,175
Compre en su tienda Copenhague K. Disfruto mucho su cafe. pero la experiencia personal en la tienda carece de amabilidad. sonrisas y servicio. Hubo mucho mas de eso justo antes de Corona. La experiencia en la tienda ya no es la misma.,176
No entregar el regalo sorpresa y no notificar cuando llegara. Ademas. no puede escribirles correos electronicos. Esta no es la primera vez que experimento una mala atencion al cliente.,177
No me gusta su eleccion de proveedor de transporte. PostNord se esta hundiendo en su servicio. Preferiria no involucrarme en eso. En otras palabras. tu entrega no esta funcionando al maximo en este momento... Esto resta valor a la experiencia general. Asi como puedes tener diferentes gustos en el cafe. ciertamente tambien los hay. Diferentes gustos en la eleccion del proveedor de transporte.,178
Comenzo en Nespresso Berlin en 2010 y continuo en Copenhague en 2916. Soy fiel. debido al marketing. a nuevos productos donde te sorprendes una y otra vez. asi que gracias por eso.,179
"*Actualizacion 23/07/10: Ahora hay capsulas gratuitas en mi cesta en nespresso.dk; las nuevas capsulas requieren otra compra en Nespresso. Voy a actualizar a 4 estrellas ** Actualizacion 8-7-23: Nespresso me prometio devolverme mi descuento original para el nuevo pedido. ¡Lo tengo! Tambien me prometieron algunos tubos de cafe extra como compensacion. No los recibi. Actualizo a 3 estrellas. *""Haga su pedido antes de las 3:00 p. m. y recibalo en el punto de recogida mas cercano dentro de los 3 dias habiles"". Para este mensaje. pedi cafe el 8 de junio. Estamos escribiendo el 27 de junio y todavia no he recibido mi cafe. Preservado. No es Nespresso. sino su proveedor. He estado en contacto con Budbee varias veces y. mas recientemente. su solucion (Nespresso) es cancelar el pedido con Budbee y luego volver a realizar el pedido con una forma de entrega diferente. ... Cuando me devuelvan el paquete podre obtener mi reembolso. Eso significa que tendre que pagar 1000 coronas danesas por Nespresso porque su subproveedor no puede entregar lo prometido. El empleado del servicio de chat de Nespresso me ha prometido algunos tubos extra como compensacion. Soy cliente feliz de Nespresso oficialmente desde hace 8 anos y extraoficialmente un poco mas. pero me pregunto si el cafe tendra un sabor un poco mas amargo en el futuro.",180
Pedi 20 tubos de cafe el 23 de noviembre. pero desafortunadamente ocurrio un error y me entregaron un pedido incorrecto. Despues de comunicarme con el servicio de atencion al cliente dos veces. recibi mi pedido correcto. pero sin las cosas adicionales que estaban incluidas. por lo que ahora faltaba. hay un kit de limpieza y 10 capsulas. pero el servicio de atencion al cliente podria pasarlas al siguiente pedido. lo acepte y entonces el asunto deberia cerrarse... ¿El 3 de enero recibire un recordatorio por falta de pago? ?? Escribo al servicio de atencion al cliente. quien me explica que es un error y que es algo que hace su sistema. pero que tengo que ignorarlo. A finales de febrero. recibo 2 recordatorios con un aviso de cobro de deuda y mi cuenta se cierra. una vez. Nuevamente escribo al servicio de atencion al cliente. quien ahora ha cambiado de opinion y piensa que debo 416 DKK. despues de explicarle al servicio de atencion al cliente una vez mas que esto no es cierto. me dicen que pueden ver que hay un error interno y que lo hago. No debo nada. pero el departamento de finanzas solo tiene que arreglar algo y luego estara listo. Han pasado 4 meses desde el error en la entrega y mi cuenta todavia esta bloqueada y Nespresso aun no ha resuelto el problema.,181
Todo funciono bien. pero esperaba que cuando ordenaras 2 ofertas. tambien recibieras 2 x cajas de sabor. pero solo se envio 1,182
Estoy satisfecho con usted. no con Postnord. ¡mis capsulas siempre estan dobladas porque probablemente el paquete este tirado!,183
No obtiene 5 estrellas porque tienes que comprar por una determinada cantidad para obtener la entrega a domicilio gratuita. Soy miembro Ambassador.,184
"Estoy muy descontento con la entrega. que se suponia que era ""entrega a domicilio"" con budbee. La entrega es gratuita debido a una compra de casi 700 coronas danesas. En cambio. mi compra se envia a una caja a mas de 3 km. desde mi casa. Si lo hubiera sabido. simplemente habria elegido la entrega postnord. lo que podria haber ocurrido en Føtex. a unos 200 metros de mi casa. Luego me puse en contacto con el servicio de atencion al cliente. Aqui acabo de recibir una respuesta a medias y me informaron que tampoco hay posibilidad de enviar la entrega a la ubicacion de Postnord. Cuando pagas tanto mas por las capsulas (en comparacion con otras marcas). esperas una comunicacion clara e inequivoca al realizar el pedido. y elegir la entrega. Pero lamentablemente ese no es el caso aqui. Actualizacion: Tambien puedo ver en las otras resenas aqui que no soy el unico que ha experimentado esta entrega insatisfactoria.",185
¡¡Han pasado 6 dias desde que hice una publicacion sobre no respuesta!! Y debo decir nuevamente que no se toma en serio su servicio al cliente. Envie un correo electronico con un numero de telefono. me contactaron y me prometieron una llamada mas tarde ese mismo dia o al menos al dia siguiente con una conclusion. Todavia estoy esperando... ¿Es asi en serio como quieres tratar a tus clientes? Creo que no tienes escrupulos y nunca recomendaras Nespresso a nadie.,186
Las capsulas para mi maquina Vertuo solo se pueden comprar en una tienda Nespresso (hay bastantes). o si se tiene la paciencia de esperar mucho tiempo para recibir la entrega en una tienda online. lo cual es caro e inmanejable. segun me informaron. una entrega programada que tardaria entre 1 y 2 dias en entregarse. Cuando el paquete no aparecio despues de 3 dias. me comunique con Nespresso para informarles que queria cancelar mi pedido. ya que se habia perdido la ocasion de realizar mi pedido. Nespresso respondio desde una direccion de 'noreply' poco amigable para el cliente que no podia cancelar y que el pedido llegaria despues de 4 dias. Efectivamente. mi pedido fue entregado despues de 4 dias en un lugar de entrega que tiene fama de cerrar a las 5 p. m.. por lo que ninguna persona con un trabajo regular puede recoger sus paquetes. En general. ha sido una mala experiencia de compra. en Nespresso...,187
Si pudiera dar cero. lo haria. Ha sido un cliente fiel durante MUCHOS anos a nivel de embajador. Mi suscripcion se cancelo repentinamente; su empleado no puede explicar por que. Sin embargo. puede ver que no somos nosotros quienes lo hemos cancelado. pero puedo sacar uno nuevo al doble de precio....uhhhh no. gracias. Cuando se le pregunto si el mismo pensaba que era justo. no quiso responder. Cuando me preguntaron si podia hablar con un empleado superior. no pude. Podria ir al departamento tecnico. pero pase lo que pase. solo podria conseguir una suscripcion mas cara incluso si cometieran el error. Creo que tengo que encontrar otro lugar donde comprar mi cafe; me resulta muy dificil con las empresas que no tratan adecuadamente a sus clientes.,188
He estado comprando capsulas de cafe para mi maquina Vertuo Next desde 2020. Este ano compre mas de 300 capsulas y mis recibos para 2022 dicen 848. Aun asi. me mantienen en el nivel de entrada y nunca tengo la oportunidad de recibir ofertas. En otras palabras. lo entiendo cada vez que compro mas de DKK 300. Es realmente la peor y mas mala politica para el cliente. El personal siempre es amable y muy acogedor y me ayuda si hay problemas con la maquina. Pero su programa de fidelizacion no tiene nada que ver con la fidelizacion. ¡¡¡El cafe por 6.000 coronas obviamente no es nada!!! Podriamos comprar una maquina de cafe normal y ahorrar miles de coronas. Me siento como un idiota.,189
Compre una cafetera hace poco mas de un ano. Despues de las modestas 20 tazas que he hecho desde que lo compre. ya no funciona. Llame a Nespresso y me dicen que pueden enviar a un tecnico por 1800 DKK o que puedo comprar uno nuevo. No puedo creer lo que oigo. ya que no he usado la maquina en su mayor parte. pero ese fue una vez mas su proceso comercial en tales situaciones. Gracias por 20 tazas de cafe buenas pero increiblemente caras. Seguramente encontrare otro proveedor en el futuro tanto para mi empresa como para el sector privado.,190
Como siempre fue un placer comprar en Nespresso. siempre recibes buen trato y buena informacion durante todo el proceso.,191
Dias de cafe con descuento. Intente pedir cafe con descuento varias veces antes de que expirara la oferta el 1 de enero de 2024. pero mi pedido en el sitio web no se dedujo del descuento. Por buenas razones. no puedes ponerte en contacto con Nespresso 1/1. pero cuando me comunico con 2/1. no puedo obtener ayuda. Atencion al cliente realmente mala,192
Siempre he sido un gran admirador de Nespresso. pero despues de que compramos nuestro nuevo espumador de leche Barista el ano pasado. se retrasa un poco. Tenemos 2 por 1600 coronas danesas cada uno y ambos tienen el mismo error. Llene la leche hasta el borde. la maquina quitara la tapa. He estado en Internet y puedo leer que estoy lejos de ser el unico con el mismo problema. Ahora hemos tenido que usar nuestro viejo espumador de leche y lo hemos gastado. los ultimos 5 meses en el correo electronico cinco y de regreso con Nespresso que tiene un mar de buenas ideas para hacer que la maquina funcione. para empezar. por supuesto. probamos todas las recomendaciones. desde cambiar la variante de leche hasta llenar solo la mitad de lo que deberia ser la jarra. capaz de sostener. Ahora mi paciencia esta agotada y por eso espero que mas personas que tengan el mismo problema que yo lleguen a las claves de esta pagina. Es una lastima que se pierda la confianza en una empresa que ha utilizado durante muchos anos.,193
Mantengase alejado de la maquina Creatista pro. Compre uno hace 2 meses y ya esta roto. El problema es que la maquina se fabrica en colaboracion con Sage y Nespresso. por lo que representa dos lugares diferentes en Alemania. lentamente. Ademas. me dijeron que la maquina no esta descalcificada correctamente. La maquina se avisa a si misma cuando es necesario descalcificarla y esto se ha cumplido. pero evidentemente no lo suficiente en Aarhus. Nosotros tenemos otra maquina Nespresso desde hace mas de 10 anos sin estos problemas. Ahora me cuesta una tarifa de investigacion adicional de NOK 675 para este representante. (Numero de cliente 1375059),194
He tenido dos maquinas Nespresso. Han hecho buen cafe y es facil hacerlo. pero ambas maquinas adolecen del mismo fallo. Poco despues de que expire el periodo de garantia. sucede que la maquina ya no puede perforar la capsula de cafe y las maquinas estan destinadas al vertedero. Ambas maquinas han sido limpiadas y descalcificadas.,195
Le gusta venir a la tienda. Personal dulce y competente. Siempre ofrece una taza de cafe??,196
La semana pasada tuve que comprar capsulas y tazas de cafe en la tienda del centro de Rødovre. Aqui me dijeron que mi estado de fidelidad y membresia se habia restablecido. ya que no habia comprado nada en el ultimo ano y tenia que empezar todo de nuevo. lo que i.a. significo que no podria obtener los beneficios y descuentos que habia obtenido con la condicion de cliente anterior. Obviamente seras eliminado automaticamente. Le dije que no estaba al tanto de esto y que no habia recibido ningun aviso de Nespresso al respecto y que la razon por la que no habia comprado era que hace un ano habia comprado una cantidad muy grande de capsulas de cafe y algunas tazas. Me comunique con el servicio de atencion al cliente hoy y entendieron mi frustracion. pero obviamente no pude/no quise ayudar. y que tuve que empezar de nuevo. He comprado continuamente desde 2021 y. por lo tanto. he sido un cliente fiel. pero mi experiencia aqui es que Nespresso no ayuda a los clientes y solo escribe cuando quieren que alguien les compre algo pero no estan interesados ??en ayudar a sus clientes. Mi experiencia con Nespresso ha pasado de ser un cliente muy satisfecho a ser un cliente muy insatisfactorio y poco apreciado. Ahora considerare buscar otro lugar para comprar cafe. Triste. pero probablemente necesario si contamos con un buen y adecuado servicio al cliente. Asi que ten cuidado al comprar en Nespresso si quieres evitar que te reseteen con ellos y no creas que te ayudaran a menos que compres algo. vergonzoso,197
Obtienes lo que pides y el articulo casi siempre llega dentro del plazo en el que realizas el pedido. ??????,198
Cuando compras una maquina nueva. puedes obtener 50 capsulas gratis si compras 50 capsulas. En la tienda me dijeron que debia escanear el codigo QR. no podia hacer eso. no hubo ayuda para entrar a la tienda despues. el vendedor de Nespresso en otra tienda tampoco pudo ayudarme y me dijo que fuera a casa y llamara. servicio de atencion al cliente (incluso podrian llamarme y ayudarme). 3 llamadas al servicio de atencion al cliente no dieron resultado. al final el empleado tuvo que hacer el pedido manualmente. ¿Por que no envias simplemente un codigo de descuento/codigo de regalo con tu compra?,199
El servicio es de primera categoria. Desafortunadamente. creemos que su cafe Caramel tiene cada vez menos sabor cada vez que recibe un nuevo nombre. Lastima que es el unico sabor que compramos.,200
