text,ids
Cuando llamas y necesitas ayuda. siempre estas listo,374
Productos entregados a tiempo. la informacion sobre el envio esta bien y la factura se envio con prontitud. Probe nuevos sabores y son realmente buenos.,375
Obtuve una respuesta a lo que estaba buscando. ya que fue mi primera compra en Nespresso. la experiencia fue positiva. estoy contento con mi nueva maquina y el hecho de que las capsulas se puedan reutilizar es algo bueno.,376
Como siempre entrega rapida directamente a la puerta.,377
Me encantan los diferentes sabores. Buen servicio. amable y competente.,378
Recibi un servicio satisfactorio y amigable con respecto al envio.,379
"Actualizacion: Despues de escribir esta resena. me prometieron que recibiria un reembolso de mi cantidad de DKK 200 y que tambien cancelaria mi suscripcion ""simplemente"" me cobrarian DKK 1119. ya que de lo contrario no podrian cerrar mi suscripcion con el. siguiente correo electronico: ""Puedo confirmar que su suscripcion a la maquina de cafe se ha cerrado hoy. Esto significa. en resumen. que se deducira una tarifa de DKK 1119.20 de su tarjeta. pero ya hemos iniciado una cancelacion de este retiro. por lo que el dinero vuelve a tu cuenta""Ya han pasado 3 semanas. No he recibido mis 200 DKK ni me han reembolsado los 1.119 DKK. He hecho un seguimiento de Nespresso por telefono. por correo electronico varias veces y todavia no he recibido mi dinero. No puedo recomendar que se suscriba a Nespresso Dinamarca. Dulce servicio de atencion al cliente y muchas palabrerias. pero. No esta sucediendo nada.---Queria cancelar mi suscripcion porque ya no la necesito. Por eso me comunique con Nespresso y me comunique con el servicio de atencion al cliente. Me prometio por telefono que si enviaba la cancelacion de mi suscripcion a la maquina recibiria una confirmacion y no me cobrarian mas. Lo hice y recibi mi confirmacion. Una semana despues todavia me cobraran la suscripcion. Y durante este periodo vendi mi maquina nuevamente y me comunico con el mismo empleado. quien se disculpa y se responsabiliza del error. Ahora me dice que. aunque me hayan despedido. sigo atado durante 8 meses. Pero nuevamente dice varias veces que es culpa suya. Promete que probablemente encontrara una solucion internamente. A pesar de esto. no he tenido noticias desde entonces y he hecho un seguimiento tres veces. El Defensor del Consumidor escribe lo siguiente en relacion con la vinculacion y la rescision; ""Las empresas tienen la posibilidad de vincular a los consumidores durante un maximo de seis meses. y debe ser tan facil rescindir un acuerdo como celebrarlo"".",380
Como tengo ambos tipos de cafeteras. habia comprado 10 cajas para la maquina de mi casa con las capsulas pequenas que descubro por primera vez al llegar a casa. Primero tuve tiempo de viajar a Rødovre C. Donde fueron muy amables y me cambiaron sin problemas por 10 cajas de capsulas grandes. Buena experiencia gracias.,381
La nueva maquina es mucho mejor.,382
2 anos 4 meses y 17 dias. Entonces ya no pude encender mi vertuo. Casi se podria pensar que estaba programado para funcionar justo encima del derecho de queja. Al menos no comprare uno nuevo. Debe haber una alternativa mas barata con una vida util inusualmente corta.,383
Operacion agradable. Posibilidad de degustar antes de comprar.,384
Soy cliente habitual y satisfecho de Nespresso. El cafe tiene buena calidad. sabe como a mi me gusta.,385
Gran seleccion de cafe.,386
Entrega rapida. perfecto.,387
Entrega rapida.,388
"¿Estas cansado de que lances nuevos tipos de cafe que a la gente le gusten y luego los retiren del mercado nuevamente? Tus cafeterias mas pequenas deberian tener la misma seleccion de cafe que las grandes. en lugar de llenar los estantes con 20 del mismo cafe. maquinas. En Lyngby Storcenter no llevan ""Cosi"" porque yo bebo mas. Es muy malo.",389
Cafe siempre delicioso. facil de pedir en linea y con obsequios adicionales cuando pedimos mucho cafe. Sin embargo. pense que el precio era un poco alto.,390
Personal amigable. Siempre buen ambiente en la tienda.,391
¡Excelente! ¡Buen cafe! ¡Entrega rapida! ¡Pedido facil!,392
La ultima vez recibi el envio equivocado y luego mi propio paquete llego descuidadamente roto.,393
Buen servicio. buena comunicacion.,394
Cafe favorito (Roma + Nicaragua) no se encuentra mejor. El precio. sin embargo. es fresco.,395
Productos realmente buenos. pero lea atentamente la factura para asegurarse de recibir lo pedido.,396
Siempre buen servicio e informacion sobre nuevos productos.,397
Siempre buen servicio. Buena tienda. Buena experiencia de compra.,398
Como siempre excelente cafe y entrega super rapida.,399
Bonita experiencia de sabor. Es la buena taza que disfrutas cada vez.Jacob,400
Creo que es hora de deshacerse de Nespresso. Somos una empresa mas pequena y siempre hemos podido realizar entregas a tiempo. Maximo 1-2 dias El ultimo pedido se registro en Budbee pero una semana despues no hemos recibido nada. Budbee no anuncia nada. su servicio de atencion al cliente no tiene capacidad ni deseo de asumir responsabilidad. Y cuando finalmente pueden - despues de 6 dias - entregar. escriben que debemos encontrar un nuevo horario para la entrega...?...Un contacto de Nesprosso dio un mensaje de que tenian muchas quejas sobre Budbee y que harian un seguimiento. con y asegurese de que llegue el cafe. Ahora ha pasado una semana. Nada de cafe Si Nespresso quiere tener clientes y estar a la altura de la calidad que senala. entonces lo minimo es tener control sobre la entrega... y si sale mal. entonces tener una comunicacion clara. Sera interesante recibir una explicacion y. Veamos cual es la razon por la que ya no tenemos el servicio normal. Parece un cierre en el que hay que sacar lo ultimo de los clientes.... Vh Dansk Plakatkunst,401
El paquete se entrego con 4 dias de retraso. incluidos los fines de semana. Tal vez fue porque la primera vez que compre sus capsulas. esperaba que fuera mas rapido despues.,402
Como recibo tantos correos electronicos sobre ofertas suyas. pero no compro en linea. tuve que comprar capsulas nuevas en la tienda de todos modos. Como tengo mi maquina desde hace muchos anos (increible). tuve una buena charla con gente amable sobre una nueva maquina. Como habia una buena oferta en tantas otras cosas. estaba bien preparado para volver a casa y probar mi nueva maquina de cafe. Fue una experiencia.,403
Buen servicio. entrega rapida.,404
Facil de realizar el pedido. Entrega rapida. Opcion sencilla para devolver capsulas usadas.,405
Realizar pedidos de forma rapida y sencilla. Siempre es emocionante probar nuevas variedades.,406
buena orientacion,407
cansado de los correos electronicos diarios. una vez a la semana es suficiente,408
Pero para comprar y entrega rapida.,409
No he recibido mis productos. ha pasado mas de una semana. Su servicio de atencion al cliente no puede orientarse en el sistema y culpan a budbee. ¡Realmente pobre! Nunca vuelvas a comprar en su sitio web.,410
Siempre te reciben con una sonrisa. Tambien hay un ambiente relajado en la tienda. es agradable ??.,411
El cafe es MUY bueno. Entrega al dia siguiente de realizar el pedido.,412
Siempre genial con cafe nuevo y una maquina nueva. Ojala pudieras conseguir Thekapsler Earl Grey,413
Me encanta mi cafe Nespresso y tambien el nuevo con nueces ?? Entrega siempre rapida ????,414
Es una buena taza de cafe y una maquina de cafe inteligente. pero creo que puedes prepararla con capsulas de cacao como te convenga. Asi que ahi te dare mil millones de estrellas.,415
Siempre es genial hacer negocios con usted porque es bueno estar fuera de la ciudad y la entrega es rapida.,416
Muy buen cafe. normalmente llega rapido.,417
Servicio super amable y servicial en la tienda de Copenhague.,418
Es facil encontrar el articulo que necesitas. Entrega rapida,419
Buen precio y entrega rapida.,420
Empleados competentes. como siempre. Pero diganme por que las tazas transparentes de Nespresso se vuelven de un color blanco lechoso despues de unos pocos lavados en el lavavajillas.,421
Sitio web/tienda web muy facil de usar. Seguido de un envio rapido.,422
Consigue lo que pides. Quizas solo unos dias de mas en el camino. pero llegara.,423
Todo es perfecto. el mejor cafe y una entrega perfecta??,424
Recibo una notificacion de que mi pedido actual se esta empacando y al hacer clic puedo cambiar el pedido. pero solo puedo agregar algo a mi pedido. Quiero borrarlo. pero obviamente no es posible.,425
Vivir. No es el archivo del kit de descalcificacion gratuito. ofertaLev. No es un delantal de barista como escriben en el correo electronico enviado. Por 250 uds. Falta de comprension Sin correo electronico. Direccion.ROS! Bueno para fijar precios.,426
SÓLO una informacion. A usted. pero no puedo enviar correos electronicos en mi respuesta para que obtenga mi numero de telefono. que es 20118851.——————-en adelante notificacion previa——————Pedido el 10 de abril y confirmacion de este el 11 de abril donde tambien se descuenta el importe. El articulo aun no se recibio el 14 de abril y aparentemente el transportista de nuestra zona no lo recibio. Aparentemente un nuevo transportista que no puede cumplir con un plazo de entrega satisfactorio. NUNCA espere tanto para una entrega de Nespresso. FUENTE. 17:00 del 14 de abril Me dijeron que recibire la entrega el lunes 17 de abril a las 23:00 (espero lo mejor).,427
En la tienda de Kristen Bernikows Gade me dijeron el precio de un espumador de leche. Al dia siguiente el precio habia aumentado un 30%. eso no me lo habian dicho. El gerente de la tienda fue extremadamente grosero y nada acogedor. Desde entonces compre 3 maquinas Nespresso y cantidades de cafe. Ya se acabo: intentas ser inteligente e inteligente en las tiendas. pero espera. me tratan mal.,428
"Servicio al cliente extremadamente malo. entrega con 1 mes de retraso. El servicio de atencion al cliente me dio las capsulas adicionales con ""gratis"" por las que luego recibi una factura. descubri la factura demasiado tarde (mi culpa. aunque no deberia haber ninguna factura). fui a cobro de deudas y ahora pague ambas. por las ""capsulas gratis"" y una multa de 1000. gracias nespresso. nunca trates con ellas online. si tienes que comprar capsulas hazlo en las tiendas. Lamento tanto haberlo comprado. de ninguna manera vale la pena. Espero que alguien aprenda de mis errores.",429
"He tenido la misma experiencia aburrida con respecto a la ""suscripcion por 1 DKK"". que aparece varias veces en esta pagina. Me he puesto en contacto con Nespresso varias veces y he presionado para obtener una respuesta aun mas. Pero el servicio de atencion al cliente no ha dado la respuesta y ahora el esquema ha cambiado y el precio es diferente.",430
Un servicio excepcionalmente bueno y una entrega rapida. Nuestra maquina Nespresso perdia agua y. tras una conversacion con el empleado de servicio Marius y un video posterior. nos dijeron que recibiriamos una maquina nueva en garantia. Ha llegado menos de 24 horas despues de la conversacion con su representante de servicio. ¡Impresionante! Gracias.,431
"Servicio al cliente muy util. Estuve en dialogo con su servicio de atencion al cliente sobre un articulo agotado. Descubrieron que el sistema se estaba burlando de ellos porque el articulo estaba en stock y listo para ordenar. Me ofrecieron realizar un pedido a cuenta. lo cual acepte. Los productos fueron enviados el mismo dia y recibi una ""curita"". lo cual fue una sorpresa :-) Servicio al cliente muy amigable que responde rapidamente. Por lo general. nunca hay problemas. Funciona como un reloj. Gracias :-)",432
"Nuestra maquina Creatista Plus de repente dio un fuerte golpe despues de que intente preparar una taza de cafe. Se acabo el agua de la maquina y entonces me puse en contacto con Nespresso para averiguar que podia estar mal. Me dijeron que probablemente se habia reventado la bomba de la maquina y que esto no se podia reparar. ya que acababan de pasar 25 meses desde la compra. ya habia pasado la fecha de reclamacion de 24 meses y por lo tanto no lo harian. capaz de ayudar con cualquier tipo de ayuda. Es realmente decepcionante cuando la maquina ahora es una de las mas caras que tienen y solo dura un poco mas de 2 anos. Es realmente un mal servicio que ni siquiera ofrecen algun tipo de descuento en una maquina nueva. o reembolso de una forma u otra. Es una experiencia bastante cara si tienes que comprar una maquina nueva cada 2 anos. Me quedan muchas capsulas que no puedo usar a menos que compre una maquina nueva a traves de Nespresso. pero no me siento muy bien. ""entregarme"" a la misma marca. despues de esta experiencia. Gracias por un cafe realmente bueno. pero el servicio despues de la expiracion del periodo de queja arruina toda la experiencia.",433
Tenemos nuestra maquina Nespresso desde hace 5 anos y estamos contentos con ella. De repente. ya no puede espumar la leche y contactamos a Nespresso. quien intenta solucionar el problema por telefono y el resultado es que compramos un nuevo espumador de leche. que nos envian despues de algunos recordatorios. Sin embargo. esto no resuelve el problema y nos comunicamos con ellos nuevamente. solo para decirnos que necesita ser reparado y que podemos entregarlo a Lyngby storcenter. Cuando llegamos a la tienda. nos dicen que no reparan. Las maquinas. Un mensaje un poco de lastima cuando navegamos en ferry durante 75 minutos y condujimos 200 km para entregarlo. ¡Gracias por el cafe!,434
Estimado Nespresso. He comprado sus capsulas... durante muchos anos... mi hijo las compro online... ¡tanto para el como para mi. siempre hemos quedado completamente satisfechos! ¡Por favor. Lizzie Nielsen!,435
Fui un cliente totalmente satisfecho durante varios anos. he ganado muchos puntos. Al realizar un pedido. recibo un SMS que dice que mi paquete ha sido entregado (frente a la puerta de mi casa). cuando llego a casa no esta en ninguna parte (y yo). habia pedido que me lo enviaran al punto de entrega si no estaba en casa). Me comunico con Nespresso y hago un nuevo pedido. Nespresso me dice que no tengo que pagar por la entrega que no recibi. pero de repente recibo un recordatorio de Nespresso sobre el paquete perdido. que dicen que esta acreditado. Los llamo y lo lamentan mucho. Llegue a saber que no tengo que pagarlo. pero ahora cerraron mi cuenta con un mensaje de texto que tengo una factura impaga ??????ACTUALIZACIÓN: ¡Lukas merece un aumento! Era a la vez dulce. amable y con mentalidad de servicio.,436
Buenos sabores. buen servicio.,437
Buen servicio. facil de ordenar. Tiene muchos tipos diferentes de cafe.,438
Si haces tu pedido antes de las 16:00 te llegara al dia siguiente.,439
En general. estamos muy contentos con nuestra nueva maquina Vertuo y tambien nos encantan las capsulas. Entonces 5 estrellas desde aqui.,440
Entrega rapida. Muchas variedades de cafe maravillosas. Puro disfrute.,441
El cafe sabe increiblemente bien y el servicio es de primera categoria. Agradable con la entrega rapida.,442
Sitio web bonito y claro. Entrega rapida. Que es no gustar.,443
Producto muy profesional y de calidad pero demasiado caro para mi gusto.,444
El sabor no era bueno. No me gusto nada. Tenemos la version clasica en funcionamiento y fue decente. Pense que este debia ser mejor que el clasico pero eso no era cierto. Hemos devuelto el dispositivo.,445
Preparacion de cafe que funciona bien. Es una pena que no se puedan comprar capsulas de cafe en tiendas y supermercados.,446
Cumple plenamente las expectativas. Y lo que prometen. lo cumplen.,447
Facil de ordenar. Procesamiento rapido y usted tendra sus productos para su recogida/entrega normalmente menos de 24 horas despues.,448
Buen cafe. Tambien aprecio los numerosos sabores y potencias del cafe. Entrega rapida. Buen servicio que usted como cliente es recompensado por compras grandes.,449
Entregamos nuestra maquina Nespresso Vertuo a nuestra tienda Nespresso local porque tuvimos un problema con ella. Al dia siguiente nos dijeron que no podian arreglarlo. pero que podiamos venir a buscar uno nuevo gratis. Fue una experiencia muy positiva.,450
Buen cafe Entrega ultrarrapida :-),451
Compro capsulas vertuo. que ya no son precisamente baratas. Lei que por cada 10 tubos que compro. recibo 1 tubo gratis. pero aun no lo he recibido con mis pedidos. Obviamente solo se puede hacer si eliges un plan de suscripcion. pero como las capsulas son para mis padres. no quieren una entrega fija. Creo que es desagradable hacer trampa de esa manera. Por lo demas. el cafe es bueno. por lo que obtiene 5 estrellas por eso.,452
Entrega rapida y facil de realizar pedidos en la aplicacion.,453
Buen servicio. Pero ahora es muy caro.,454
Pedido y entrega faciles y rapidos,455
Recogi en la tienda Nespresso las capsulas de cafe que uso habitualmente. Y estoy perfectamente satisfecho con ellos. El servicio en la tienda tambien es bueno.,456
Gran servicio tanto en telefono como en tienda. a la hora de reparar la maquina Nespresso Citiz&Milk. Obtuve una maquina nueva en garantia (5 anos) y una maquina prestada durante el periodo de reparacion.,457
Super servicio y entrega dia a dia.,458
Tuve un dialogo agradable y divertido con una simpatica empleada que. para mi sorpresa. recibio mi pedido en Espana.,459
Servicio extremadamente agradable despues de que Postnord abrio el envio y retiro casi 1/3 del contenido.,460
Siempre puede contar con una entrega rapida y segura,461
Envio rapido. entrega rapida de mis capsulas favoritas.,462
He comprado Nespresso desde 2010. Super satisfecho con el sitio web. Super satisfecho con el producto. Buenas ofertas si compras una maquina un poco mas grande (por ejemplo. una maquina basica casi gratuita que uso en el trabajo).,463
Personal siempre sonriente y servicial. La tienda es acogedora (Centro Rødovre). Sin embargo. me gustaria que los cafes super deliciosos con Mazapan. Avellana y Almendra formaran parte de la gama de cafes. Nuestros familiares y amigos siempre preguntan si hay alguien cuando les ofrecen cafe.,464
Dulce empleado que me hizo sentir bienvenido. Es raro que compre en una de las tiendas fisicas. pero fue muy agradable que me conocieran y hablaran con el.,465
Nespresso tiene buenos productos y aunque son mas caras. sus capsulas de cafe lo valen. ¡Saben MUCHO mejor!,466
Servicio rapido. eficiente. sonriente y competente. Y puntos de bonificacion por reciclar capsulas.,467
"Tiempo de entrega de un dia a otro. La primera vez que tuve que pedir capsulas queria probar algo diferente. asi que hice la prueba ""que tipo de cafe eres"" y hablo por ello. He tenido muchos buenos sabores de todo el mundo. Como ventaja extra: coleccion rapida y positiva con buen servicio.",468
Soy cliente desde hace 15 anos y todavia estoy muy satisfecho. Siempre educado y buen servicio. el mejor cafe que pueda conseguir. por favor. John Ulrich Pedersen.,469
SIEMPRE entrega al dia siguiente de realizar el pedido: servicio SUPERIOR.,470
Nespresso es una de mis primeras experiencias de compra y entrega online. y estoy impresionado de lo facil que es tener un perfil. tanto en forma de sitio web como de aplicacion. donde puedo pedir cafe facil y rapidamente. Incluso se entrega mas rapido que cualquier otra cosa que haya comprado en linea. ¡Por supuesto. el producto tambien es de primera clase!,471
Productos super buenos y un servicio agradable y agradable. pero no siempre tienes control sobre las suscripciones y cuanto dinero tienes en tu cuenta.,472
Fue facil y rapido realizar el pedido y recogerlo en la tienda.,473
Contactar Servicio al Cliente. ¡Me enviaron lo que necesitaba usar y lo recibi al dia siguiente!,474
Gran cafe y envio realmente rapido. Tome el cafe al dia siguiente de mi pedido.,475
Me gustaria una mejor descripcion de cada tipo de cafe para que quede claro si es cacao. moca u otra cosa. Pense que era una descripcion demasiado tecnica.,476
El cafe y la maquina fueron entregados al dia siguiente.,477
Nos encanta el cafe y estamos muy contentos con la entrega rapida directamente a la puerta.,478
Siempre buen servicio en Nespresso. Empleados sonrientes y competentes.,479
Recibimos un muy buen servicio. Asi como buenos consejos para potenciar el sabor del cafe.,480
Siempre buen cafe y entrega rapida a la puerta.,481
"La visita a la Galeria Bruun en Aarhus para inscribirnos en la entrega online de ""tubos de cafe"". donde recibimos un servicio fantastico.",482
"Parece que estan parados y durmiendo pidiendo limosna en la tienda. y no pueden devolver un articulo que compraste por menos de 3 minutos ya que solo estan ""a tiempo parcial"" y no tienen acceso para retirar una compra. Ademas. todo el proceso tomo 30 minutos para comprar tu cafe increiblemente caro. Espero que pierda su patente. Ojala nunca hubiera comprado su maquina vertou. No volvere a bajar a la tienda de Aarhus. ¡Que circo! Por favor contrata a un adulto. Ahora tu mismo has pedido una resena. aqui la tienes.",483
Como siempre es un placer comprar en Nespresso. entrega buena y rapida.,484
El asistente hablaba ingles y me ayudo a configurar una nueva cuenta en Dinamarca.,485
Entrega gratuita super rapida. para compras superiores a 150 DKK. Cafe realmente bueno ??,486
4 estrellas para el personal de la tienda de Bruuns. Aarhus. Mi experiencia con el chat en linea definitivamente no fue de 4 estrellas y obtuve informacion incorrecta a partir de ahi.,487
Super experiencia cuando tuvimos que conseguir una maquina nueva. Vendedor increiblemente habil y ahora tenemos la maquina mas deliciosa con las nuevas capsulas ??????,488
Buenas capsulas de cafe. gran seleccion. Envio rapido.,489
A principios de febrero. me quedaban 3 tubos extra si compraba 21 tubos. Asi que lo hice. Pero cuando llegue a casa solo habia 23 tubos. por lo que 1 era muy poco. No queria conducir 7 km por 1 tubo. La siguiente vez que compre. se lo dije al dependiente. pero ya se que me compensaron. Soy un muy buen cliente. asi que estoy un poco decepcionado.,490
Servicio siempre rapido y eficiente. y esto se aplica tanto al pedido/entrega de cafe como al servicio/reparacion/reemplazo de maquinas.,491
Entrega rapida. Nunca un error en el pedido.,492
¡Excelentes productos y excelente servicio al cliente!,493
¡¡Buen sitio web facil de usar y buenas capsulas!! Sin embargo. decia entrega diaria cuando hice el pedido antes de las 4 p. m.. recibi mi pedido despues de 3 dias; eso tambien esta bien para mi. pero es enganoso que diga entrega diaria. ¡De ahora en adelante. lo tendre en cuenta para mi proximo pedido!,494
Anteriormente pelee con ellos por una orden que NUNCA aparecio. Quisieron enviarme un paquete nuevo de capsulas que no tuve que pagar. ya que el pedido que no aparecio se fue enseguida entonces empezaron a cobrar por el pedido que se envio nuevamente. y cada vez que hable. ellos por telefono me hicieron saber que fue un error y que borraron la factura. Luego pasan de 6 a 9 meses y de repente aparece en el sistema una factura con una tarifa y una amenaza de enviarla. aqui me apresuro a pagarla y luego vuelvo a llamar porque me dijeron antes que no debia pagar ese pedido y hablar. a ellos. ¡Y me siguen prometiendo que me devolveran el dinero que habia transferido y hasta el dia de hoy todavia no he vuelto a recibir mis 600 DKK! Por lo tanto. he pagado un paquete dos veces y ademas hay una tarifa. ¡aunque me prometiste que NO tendria que pagarla! Pero como TODO ocurre por telefono. ¡NO tengo prueba fisica escrita de esto!,495
Entrega rapida y buen cafe. nos gusta. Agradable con pequenos obsequios si se le recuerda que evalue despues de cada compra.,496
El sabor del cafe y la rapida entrega.,497
He pedido varias veces y siempre he quedado satisfecho.,498
El paquete no fue entregado a la direccion. sino al centro de paqueteria mas cercano.,499
Te informo que puedes recoger chips de cafe vacios y entregarlos para su envio en la libreria de Køge. donde vivo. genial ??,500
Muy buena informacion :) Y recibi por correo un termo Nespresso super bonito. Agradable sorpresa :),501
Como siempre. una gran seleccion y entrega rapida directamente a tu puerta.,502
Buen cafe. sitio web claro y entrega rapida.,503
Buen cafe. buenos empleados. Sin embargo. creo que el cafe es lamentablemente caro.,504
Hable con alguien a traves del chat y concerte una entrega que no llego; luego tuve que llamar y luego llego el articulo.,505
Entrega siempre rapida y gratuita hasta la puerta.,506
Buen negocio. Sitio web facil.,507
Entrega rapida - buen cafe,508
Servicio servicial y amable. Solicitud de informacion sobre Creditos del club en relacion con la compra de una nueva maquina de cafe. Obtenga ayuda amigable. El cafe pedido siempre se entrega de manera precisa y rapida.,509
Muy buen servicio y por supuesto un cafe fantastico.,510
Siempre super buen servicio pero el precio de las capsulas se esta volviendo demasiado caro.,511
Es un nuevo usuario satisfecho de la cafetera Nespresso Vertuo y ha pedido capsulas para entrega a domicilio por primera vez. Envio super rapido y facil de realizar el pedido.,512
Entrega siempre rapida. buen sitio web y buenas opciones de pago. Muy buen cafe. excelente servicio.,513
Nespresso es mi placer culpable. Me encanta cuando llegan las capsulas de cafe por correo y se que en poco tiempo podre levantar las piernas y disfrutar de una buena taza de cafe.,514
¡¡¡No importa que algunos productos solo esten en su sitio web !!! Cuente un tiempo extra con CO2 extra debido al aumento de embalaje y envio. Considero dejar de comprarle. Ni en tienda ni en web,515
Super servicio al cliente y como siempre entrega rapida del pedido.,516
Entrega siempre super rapida y excelente cafe.,517
Es bueno poder comprar cafe y recibirlo en 1 o 2 dias.,518
El sitio web es facil y claro. y cuando pido cafe siempre llega rapidamente. Tambien me gusta utilizar la tienda de Rødovre Centrum. donde hay un buen servicio. Y por supuesto compro el cafe en Nespresso :-),519
Rapido. facil y de calidad directo a tu puerta,520
Tenia un espumador de leche (n°3) que no funcionaba. Ahora esperando los 3 mil millones para uno nuevo….,521
Estoy muy contento de ser cliente suyo.,522
¡Que bueno que te permitan probar el cafe que deseas comprar! Un vendedor de Nespresso muy informado. A veces es bueno venir a la tienda.,523
Aumentos de precios demasiado drasticos... Un reemplazo demasiado grande de los productos del cafe.,524
Te sientes comodo en la recepcion. Sobre todo porque traes contigo capsulas reutilizables. Pero tambien porque te sientes bienvenido.,525
Entrega rapida y una gran seleccion.,526
Todo perfecto. Entrega muy rapida.,527
Bueno. es una maquina realmente bonita.,528
Buenas instrucciones sobre la maquina y los diferentes tipos de cafe.,529
Es facil realizar pedidos y entrega rapida.,530
Tenemos el Vertuo plus y estamos muy contentos con el. A menudo hay capsulas nuevas y es extremadamente facil de usar y mantener. Tambien es facil pedir y entregar/enviar capsulas usadas.,531
"Aunque su producto es caro. lo elijo porque sabe bien. Sin embargo. hay que anadir que (todavia) no he probado ""productos de imitacion"". Tambien dispone de maquina de viaje. para que las vacaciones se puedan disfrutar EXTRA con un buen cafe.",532
El paquete llega rapido. pero casi siempre hay problemas con la aplicacion/paginas web cuando tengo que pagar. Por lo tanto. a menudo tengo que esperar varios dias antes de poder acceder a la pagina de pago.,533
Es genial que puedas hacer el pedido y te llega al dia siguiente.,534
"Hm. despues de 4 o 5 maquinas y miles de capsulas. mi primer pedido de cafe fue en 2014. asi que revise y encontre mi cafe en otro lugar. Mi unica maquina estaba fuera de garantia y Nespresso no la reparara de ninguna manera. . pregunte si se podia reparar con o sin pago. Es perfectamente justo rechazar una reparacion ""gratuita"". lo puedo aceptar. Es extrano que la sostenibilidad importe tan poco en una empresa certificada como ""B Corp"". Afortunadamente. puedo cancelar la suscripcion a mi maquina y. afortunadamente. puedo hacerlo. comprar mi cafe en otro lado. Aunque lamentablemente. De hecho. quede muy satisfecho tanto con el cafe como con las maquinas. Gracias por este tiempo. buena suerte con el negocio. Recuerde cuidar a los clientes y ahora recuerde tambien la sostenibilidad. Peter ADDITION. despues de la respuesta de Nespresso. y eres bienvenido a contactarme. Pero no se ""lave de verde"" la sostenibilidad cuando me sugiera que deseche la maquina y compre una nueva. No funciona.",535
Entrega rapida y precisa.,536
"Varias ofertas en el sitio web son simplemente un error. Intente pedir una maquina con una suscripcion. pero cuando el articulo se agrega a la cesta se elimina nuevamente. Despues de hablar con el soporte durante varias rondas. la respuesta es: ""Yo. Ahora he recibido una respuesta del departamento correcto y me confirman que hay un error en nuestro sitio web y que. por lo tanto. no es posible obtener Vertuo Plus Deluxe Flat Top con una suscripcion. Lamento mucho la espera y le pido disculpas. Le informaron mal en nuestro sitio web ""Es una pena que la empresa no ofrezca una solucion y. por lo tanto. podria seguir siendo cliente. Tenga en cuenta que hay varias maquinas que se anuncian en el sitio web. pero que no se pueden pedir.",537
Delicioso cafe. buen y rapido servicio.,538
Buen cafe y entrega rapida - genial,539
Siempre un excelente servicio al comprar contigo en Bruns en Aarhus ????,540
Siempre recibimos un trato fantastico. Somos clientes desde hace casi 25 anos.????,541
Siempre genial. con una gran seleccion de capsulas y un personal amable que sabe de lo que habla.,542
Buen gusto pero demasiado caro ahora.,543
Prefiero una experiencia de cafe mas aromatica.,544
Solo bebe cafe de Nespresso Entrega siempre rapida. excepto esta vez Pedido el jueves (03.02.23 y entregado por primera vez el martes 03.07.23) Supuestamente debido a un retraso de PostNord,545
Servicio muy amable. servicial y profesional.,546
Servicio rapido y eficiente,547
Cafe delicioso. Facil de realizar el pedido. entrega siempre rapida a la direccion. Facil de devolver las capsulas con codigo/entrega gratuita.,548
Super facil de ordenar y entrega rapida. Los precios son mas altos. pero por otro lado. ninguna otra cafetera ha podido hasta ahora estar a la altura de Nespresso.,549
¡¡¡Hola de nuevo de parte de nuestro feliz equipo!!!Somos el equipo de ingenieros aeronauticos SWIFTAIR del aeropuerto CPH: soy el ingeniero Hristo Dimitrov Stefanov y mi colega es el ingeniero Gabriel Disaga.Somos su cliente desde hace mas de un ano (uno ano y medio)....y para los miembros de nuestra tripulacion que vuelan aqui y salen de aqui. compramos dos veces al mes una cantidad comun de alrededor de 20 paquetes grandes de capsulas de cafe o mas (una vez cada dos semanas x10 paquetes grandes de capsulas de cafe minimo o mas) ...Compramos tambien 2 cafeteras para estas capsulas de gran diametro y las utilizamos a plena capacidad :)))Nuestros colegas beben su cafe con mucho gusto y hasta que estemos aqui en Copenhague usaremos sus productos y Es un placer apoyar hasta el momento... Muchas gracias por su mejor calidad y transmitir nuestros saludos a los suyos. amables y perfectos vendedores profesionales en la tienda Nespresso del centro comercial Bella-center :) Muchas gracias y disfruten de la proxima primavera. ¡en Dinamarca!Ing.Hristo Dimitrov StefanovSwiftAirCPH-aeropuerto+359889280244,550
Fantastico servicio en la tienda de Rødovre ??,551
Siempre es un buen servicio en la tienda (RC). Pero no entiendo el sistema de descuento por cantidad: ¿por que el descuento. por ejemplo? capsulas determinadas por Nespresso. Esto significa que siempre tomo un cafe que no quiero beber.,552
Finalmente encontre una buena maquina de cafe expreso con espumador de leche. Cafe delicioso y servicio al cliente increiblemente dulce y servicial. Es muy agradable ser atendido por gente agradable que queria ayudar. Solo puedo recomendar Nespresso ??.,553
Siempre es un placer tomar una taza de cafe Nespresso. Concepto sostenible y entrega siempre rapida.,554
Estoy muy feliz y satisfecho con mi maquina. El cafe tiene un sabor insuperable. realizar pedidos es facil. la entrega no presenta problemas y aproveche mi condicion de embajador para reclutar a 2 nuevos clientes.,555
Servicio rapido,556
Excelente servicio.,557
Facil y rapido cuando hago un pedido en linea. Buena experiencia y servicio cuando compro en la tienda de RC.,558
